Agent;Faction;Years;Badges;Start_Date;Start_Time;End_Date;End_Time;Start_AP;Start_LVL;"Start_Trekker";"Start_Builder";End_AP;End_LVL;"End_Trekker";"End_Builder";Min calculated AP;Probable calculated AP;Max calculated AP;Diff_AP;Diff_LVL;"Diff_Trekker";"Diff_Builder"
"rikkitikkitakki";Resistance;;;-;-;-;-;37195023;15;5158;156532;-;-;-;-
